12.06.2025                                                                                                         Saída dinâmica de lista                                                                                                                1


	Projeto	Descrição Projeto	 Reserva	Municipio	Recebedor	Tipo movimento	Material	Descrição Material	Unidade	Qtd Necessária	Qtd Pendente	Centro	Depósito	Registro Final	Qtd atend empreiteira
	B-1206442-SUPR	IEM_Corret_2025_5_35880	15150301	GUANAMBI	3ST700	221	0210497	TRAFO 1FF 10KVA 13,8KV 220V 5T VG	CDA	        1,000	      1,000	0610	0692		               0,000
	B-1206442-SUPR	IEM_Corret_2025_5_35880	15150301	GUANAMBI	3ST700	221	0536778	ELO FUSIVEL 15,0/36,2 KV 0,5H COBRE.	CDA	        2,000	      2,000	0610	0692		               0,000
	B-1206442-SUPR	IEM_Corret_2025_5_35880	15150301	GUANAMBI	3ST700	221	2223464	CABO COBRE XLPE 35MM2 1F PRETO.	M	        3,000	      3,000	0610	0692		               0,000
	B-1206442-SUPR	IEM_Corret_2025_5_35880	15150301	GUANAMBI	3ST700	221	2401006	CONETOR CUNHA EST BR/VM	CDA	        1,000	      1,000	0610	0692		               0,000
	B-1206442-SUPR	IEM_Corret_2025_5_35880	15150301	GUANAMBI	3ST700	221	2412001	CONETOR PERF  16,0- 95,0/  4,0- 35,0	CDA	        3,000	      3,000	0610	0692		               0,000
	B-1197953-SUPR	IEM_CORRET_2025_3_46109	15162411	LUIS EDUARDO MAGALHÃ	3ST300	221	0211237	TRAFO 3F 112,5kVA 34,5KV 380/220V 3T VG	CDA	        1,000	      1,000	0610	0691		               0,000
	B-1197953-SUPR	IEM_CORRET_2025_3_46109	15162411	LUIS EDUARDO MAGALHÃ	3ST300	221	0401010	PARA-RAIOS RD 34,5KV 10KA	CDA	        3,000	      3,000	0610	0691		               0,000
	B-1197953-SUPR	IEM_CORRET_2025_3_46109	15162411	LUIS EDUARDO MAGALHÃ	3ST300	221	0536783	ELO FUSIVEL 15,0/36,2 KV 5H COBRE.	CDA	        3,000	      3,000	0610	0691		               0,000
	B-1197953-SUPR	IEM_CORRET_2025_3_46109	15162411	LUIS EDUARDO MAGALHÃ	3ST300	221	2203008	CABO COBRE NU C2A MD 35 MM2	KG	        2,200	      2,200	0610	0691		               0,000
	B-1197953-SUPR	IEM_CORRET_2025_3_46109	15162411	LUIS EDUARDO MAGALHÃ	3ST300	221	2206000	CABO NU ACO-COBRE  2 AWG	KG	        1,400	      1,400	0610	0691		               0,000
	B-1197953-SUPR	IEM_CORRET_2025_3_46109	15162411	LUIS EDUARDO MAGALHÃ	3ST300	221	2223455	CABO COBRE XLPE 50MM2 1F PRETO	M	        8,000	      8,000	0610	0691		               0,000
	B-1197953-SUPR	IEM_CORRET_2025_3_46109	15162411	LUIS EDUARDO MAGALHÃ	3ST300	221	2401006	CONETOR CUNHA EST BR/VM	CDA	        2,000	      2,000	0610	0691		               0,000
	B-1197953-SUPR	IEM_CORRET_2025_3_46109	15162411	LUIS EDUARDO MAGALHÃ	3ST300	221	2412001	CONETOR PERF  16,0- 95,0/  4,0- 35,0	CDA	        4,000	      4,000	0610	0691		               0,000
	B-1197953-SUPR	IEM_CORRET_2025_3_46109	15162411	LUIS EDUARDO MAGALHÃ	3ST300	221	2660001	FITA ISOLANTE -CLASSE A PT 750V 19MM 20M	CDA	        1,000	      1,000	0610	0691		               0,000
	B-1197953-SUPR	IEM_CORRET_2025_3_46109	15162411	LUIS EDUARDO MAGALHÃ	3ST300	221	2660002	FITA ISOL PVC 19,0MM VERMELHA	CDA	        1,000	      1,000	0610	0691		               0,000
	B-1197953-SUPR	IEM_CORRET_2025_3_46109	15162411	LUIS EDUARDO MAGALHÃ	3ST300	221	2660005	FITA ISOL PVC 19,0MM BRANCA	CDA	        1,000	      1,000	0610	0691		               0,000
	B-1194901-SUPR	IEM_CORRET_2025_3_10965	15167150	VITÓRIA DA CONQUISTA	3ST001	222	0536138	ELO FUSIVEL 15,0/36,2KV 2H  PRATA (FP)	CDA	        4,000	      4,000	0610	0659		               0,000
	B-1205566-SUPR	IEM_CORRET_2025_5_20497	15167910	BARREIRAS	3ST400	221	2205000	FIO DE AÇO COBREADO 4 AWG	KG	        4,000	      4,000	0610	0693		               0,000
	B-1205566-SUPR	IEM_CORRET_2025_5_20497	15167910	BARREIRAS	3ST400	221	2401002	CONETOR CUNHA EST VERMELHA	CDA	        1,000	      1,000	0610	0693		               0,000
	B-1205566-SUPR	IEM_CORRET_2025_5_20497	15167910	BARREIRAS	3ST400	221	2414040	CONETOR ATR  ACO      10/HA 16	CDA	        2,000	      2,000	0610	0693		               0,000
	B-1205566-SUPR	IEM_CORRET_2025_5_20497	15167910	BARREIRAS	3ST400	221	3430547	ALCA PREF RAM LIG ACO  25MM N ISOL..	CDA	        1,000	      1,000	0610	0693		               0,000
	B-1205566-SUPR	IEM_CORRET_2025_5_20497	15167910	BARREIRAS	3ST400	221	3430550	ALCA PREF DIST GALV  35,00MM2.	CDA	        1,000	      1,000	0610	0693		               0,000
	B-1205566-SUPR	IEM_CORRET_2025_5_20497	15167910	BARREIRAS	3ST400	221	3470070	HASTE TERRA COBRE 16X2400MM	CDA	        1,000	      1,000	0610	0693		               0,000
	B-1184345-SUPR	IEM_CORRET_2025_1_1494	15167951	LUIS EDUARDO MAGALHÃ	3ST400	222	0211190	TRAFO 1FF 10KVA 34,5KV 220V 3T MI	CDA	        1,000	      1,000	0610	0693		               0,000
	B-1180937-SUPR	IEM_CORRET_2024_12_37264	15168194	IBOTIRAMA	3ST400	221	2230076	CABO MLP ALUM XLPE 3X1X35/35MM2 N ISO.	M	        6,420	      6,420	0610	0693		               0,000
	B-1205034-SUPR	IEM_CORRET_2025_4_78744	15168720	IBOTIRAMA	3ST00C	222	0211919	TD 1FF 10K 34,5K 220 3T MI AVAR-211190	CDA	        1,000	      1,000	0610	0640		               0,000
	B-1205052-SUPR	IEM_CORRET_2025_5_16750	15168783	LUIS EDUARDO MAGALHÃ	3ST300	222	0211916	TD 3F 15K 34,5K 380/220 AVARIADO 211142	CDA	        1,000	      1,000	0610	0691		               0,000
	B-1186954-SUPR	IEM_CORRET_2024_11_81299	15168788	ITAPETINGA	3ST001	221	2230034	CABO AS AL  1KV 2X 35RC+1X 35 NI	M	       16,500	     16,500	0610	0659		               0,000
	B-1198702-SUPR	IEM_CORRET_2024_10_59064	15169391	VITÓRIA DA CONQUISTA	3ST001	222	0210911	TD 3F 30K 13K 220/127 5T VG AVAR-210457	CDA	        1,000	      1,000	0610	0659		               0,000
	B-1206440-SUPR	IEM_Corret_2025_5_33693	15170034	GUANAMBI	3ST700	222	0210949	TRAFO 1FF 10 13,8 440/220 AVARIAD 210078	CDA	        1,000	      1,000	0610	0692		               0,000
	B-1188788-SUPR	IEM_CORRET_2025_1_101229	15170121	ITAPETINGA	3ST001	221	2230038	CABO AS AL  1KV 3X 70RC+1X 70 NI	M	       32,600	     32,600	0610	0659		               0,000
	B-1206265-SUPR	IEM_CORRET_2025_5_23981	15170186	BARREIRAS	3ST400	222	0211299	TRAFO 1FF 34,5KV 0211154 AVARIADO	CDA	        1,000	      1,000	0610	0693		               0,000
	B-1170634-SUPR	IEM_Corret_2024_10_55406	15170727	LUIS EDUARDO MAGALHÃ	3ST300	222	0211919	TD 1FF 10K 34,5K 220 3T MI AVAR-211190	CDA	        1,000	      1,000	0610	0691		               0,000
	B-1202017-SUPR	IEM_CORRET_2025_4_32963	15170728	ITAPETINGA	3ST001	222	0211233	TRAFO 3F 45KVA 34,5KV 380/220V 3T VG	CDA	        1,000	      1,000	0610	0659		               0,000
	B-1206828-SUPR	IEM JUN/25 UTD VITÓRIA DA CONQUISTA (40)	15177303	VITÓRIA DA CONQUISTA	SI0005	221	2200001	FIO ALUM NU H14/H24 21,15MM2	KG	        1,000	      1,000	0610	0659		               0,000
	B-1206828-SUPR	IEM JUN/25 UTD VITÓRIA DA CONQUISTA (40)	15177303	VITÓRIA DA CONQUISTA	SI0005	221	2223080	CABO POT COBRE C2 XLPE 1KV 1X35 MM2	M	        8,000	      8,000	0610	0659		               0,000
	B-1206726-SUPR	IEM JUN/25 UTD L. EDUARDO MAGALHAES (40)	15177728	LUIS EDUARDO MAGALHÃ	3ST400	221	2200002	FIO ALUM NU H14/H24 21,15MM2	KG	        0,500	      0,500	0610	0693		               0,000
	B-1206726-SUPR	IEM JUN/25 UTD L. EDUARDO MAGALHAES (40)	15177728	LUIS EDUARDO MAGALHÃ	3ST400	221	3410030	MAO FRANCESA PERFIL ACO 48X 5,0X 1971MM	CDA	        1,000	      1,000	0610	0693		               0,000
	B-1206726-SUPR	IEM JUN/25 UTD L. EDUARDO MAGALHAES (40)	15177728	LUIS EDUARDO MAGALHÃ	3ST400	221	3428086	PINO ISOL ACO 16,0MM 168,5X 28,5X 140MM	CDA	        3,000	      3,000	0610	0693		               0,000
	B-1206726-SUPR	IEM JUN/25 UTD L. EDUARDO MAGALHAES (40)	15177728	LUIS EDUARDO MAGALHÃ	3ST400	221	3480285	PARAFUSO CAB QUAD ACO  12X125	CDA	        1,000	      1,000	0610	0693		               0,000
	B-1206726-SUPR	IEM JUN/25 UTD L. EDUARDO MAGALHAES (40)	15177728	LUIS EDUARDO MAGALHÃ	3ST400	221	3480310	PARAFUSO CAB QUAD ACO  16X 250	CDA	        2,000	      2,000	0610	0693		               0,000
	B-1206726-SUPR	IEM JUN/25 UTD L. EDUARDO MAGALHAES (40)	15177728	LUIS EDUARDO MAGALHÃ	3ST400	221	3493315	ARRUELA LIS QUAD SAE1020 M18	CDA	        1,000	      1,000	0610	0693		               0,000
	B-1206726-SUPR	IEM JUN/25 UTD L. EDUARDO MAGALHAES (40)	15177728	LUIS EDUARDO MAGALHÃ	3ST400	221	3493325	ARRUELA QUAD ACO  38 F14,00	CDA	        1,000	      1,000	0610	0693		               0,000
	B-1206828-SUPR	IEM JUN/25 UTD VITÓRIA DA CONQUISTA (40)	15177782	VITÓRIA DA CONQUISTA	SI0005	221	2223080	CABO POT COBRE C2 XLPE 1KV 1X35 MM2	M	       16,000	     16,000	0610	0659		               0,000
	B-1206828-SUPR	IEM JUN/25 UTD VITÓRIA DA CONQUISTA (40)	15177782	VITÓRIA DA CONQUISTA	SI0005	221	2314001	ISOLADOR PILAR PORCELANA 34KV 800DAN	CDA	       10,000	     10,000	0610	0659		               0,000
	B-1206828-SUPR	IEM JUN/25 UTD VITÓRIA DA CONQUISTA (40)	15177782	VITÓRIA DA CONQUISTA	SI0005	221	2401000	CONETOR CUNHA EST CINZA	CDA	       10,000	     10,000	0610	0659		               0,000
	B-1206828-SUPR	IEM JUN/25 UTD VITÓRIA DA CONQUISTA (40)	15177782	VITÓRIA DA CONQUISTA	SI0005	221	2401006	CONETOR CUNHA EST BR/VM	CDA	       12,000	     12,000	0610	0659		               0,000
	B-1206828-SUPR	IEM JUN/25 UTD VITÓRIA DA CONQUISTA (40)	15177782	VITÓRIA DA CONQUISTA	SI0005	221	2403000	CONETOR ESTRB AL   IMP     2AWG/ 35MM2	CDA	        6,000	      6,000	0610	0659		               0,000
	B-1206828-SUPR	IEM JUN/25 UTD VITÓRIA DA CONQUISTA (40)	15177782	VITÓRIA DA CONQUISTA	SI0005	221	2415000	GRAMPO LINHA VIVA BR   120/ 50	CDA	        6,000	      6,000	0610	0659		               0,000
	B-1206828-SUPR	IEM JUN/25 UTD VITÓRIA DA CONQUISTA (40)	15177782	VITÓRIA DA CONQUISTA	SI0005	221	3340011	CRUZETA FIBRA RETA 90X90 2,4M REFORCADA	CDA	        6,000	      6,000	0610	0659		               0,000
	B-1206828-SUPR	IEM JUN/25 UTD VITÓRIA DA CONQUISTA (40)	15177782	VITÓRIA DA CONQUISTA	SI0005	221	3410030	MAO FRANCESA PERFIL ACO 48X 5,0X 1971MM	CDA	        2,000	      2,000	0610	0659		               0,000
	B-1206828-SUPR	IEM JUN/25 UTD VITÓRIA DA CONQUISTA (40)	15177782	VITÓRIA DA CONQUISTA	SI0005	221	3410080	MAO FRANCESA PLANA ACO  710MM	CDA	        8,000	      8,000	0610	0659		               0,000
	B-1206828-SUPR	IEM JUN/25 UTD VITÓRIA DA CONQUISTA (40)	15177782	VITÓRIA DA CONQUISTA	SI0005	221	3428086	PINO ISOL ACO 16,0MM 168,5X 28,5X 140MM	CDA	       10,000	     10,000	0610	0659		               0,000
	B-1206828-SUPR	IEM JUN/25 UTD VITÓRIA DA CONQUISTA (40)	15177782	VITÓRIA DA CONQUISTA	SI0005	221	3480285	PARAFUSO CAB QUAD ACO  12X125	CDA	       10,000	     10,000	0610	0659		               0,000
	B-1206828-SUPR	IEM JUN/25 UTD VITÓRIA DA CONQUISTA (40)	15177782	VITÓRIA DA CONQUISTA	SI0005	221	3480310	PARAFUSO CAB QUAD ACO  16X 250	CDA	        6,000	      6,000	0610	0659		               0,000
	B-1206828-SUPR	IEM JUN/25 UTD VITÓRIA DA CONQUISTA (40)	15177782	VITÓRIA DA CONQUISTA	SI0005	221	3480325	PARAFUSO CAB QUAD ACO  16X 400	CDA	        6,000	      6,000	0610	0659		               0,000
	B-1206828-SUPR	IEM JUN/25 UTD VITÓRIA DA CONQUISTA (40)	15177782	VITÓRIA DA CONQUISTA	SI0005	221	3493315	ARRUELA LIS QUAD SAE1020 M18	CDA	       40,000	     40,000	0610	0659		               0,000
	B-1206828-SUPR	IEM JUN/25 UTD VITÓRIA DA CONQUISTA (40)	15177782	VITÓRIA DA CONQUISTA	SI0005	221	3493325	ARRUELA QUAD ACO  38 F14,00	CDA	       10,000	     10,000	0610	0659		               0,000
	B-1206263-SUPR	IEM_CORRET_2025_5_37615	15179773	BARREIRAS	3ST400	921	3300152	POSTE CONCRETO DT 11/400 44F	CDA	        1,000	      1,000	0610	0693		               0,000
	B-1206638-SUPR	IEM_CORRET_2025_5_32262	15179776	BARREIRAS	3ST400	221	2401000	CONETOR CUNHA EST CINZA	CDA	        6,000	      5,000	0610	0693		               1,000
	B-1206754-SUPR	IEM_CORRET_2025_5_41820	15180684	BARREIRAS	3ST400	921	3300012	POSTE CONCRETO DT  9/400 29F	CDA	        1,000	      1,000	0610	0693		               0,000
	B-1206626-SUPR	IEM JUN/25 UTD GUANAMBI (41)	15181585	GUANAMBI	3ST700	221	0210444	TRAFO 3F 45KVA 13,8KV 380/220V 5T VG	CDA	        1,000	      1,000	0610	0692		               0,000
	B-1206626-SUPR	IEM JUN/25 UTD GUANAMBI (41)	15181585	GUANAMBI	3ST700	221	0400057	PARA-RAIOS RD 12KV 10KA	CDA	        3,000	      3,000	0610	0692		               0,000
	B-1206626-SUPR	IEM JUN/25 UTD GUANAMBI (41)	15181585	GUANAMBI	3ST700	221	0530010	CHAVE FUS DIST C   15KV 100A 7,1KA	CDA	        3,000	      3,000	0610	0692		               0,000
	B-1206626-SUPR	IEM JUN/25 UTD GUANAMBI (41)	15181585	GUANAMBI	3ST700	221	2401006	CONETOR CUNHA EST BR/VM	CDA	        3,000	      3,000	0610	0692		               0,000
	B-1206626-SUPR	IEM JUN/25 UTD GUANAMBI (41)	15181585	GUANAMBI	3ST700	221	2415001	GRAMPO LINHA VIVA AL   250/ 2/0	CDA	        3,000	      3,000	0610	0692		               0,000
	B-1206626-SUPR	IEM JUN/25 UTD GUANAMBI (41)	15181716	GUANAMBI	3ST700	221	0211304	TRAFO 1FF 10KVA 34,5KV 220V 3T VG	CDA	        1,000	      1,000	0610	0692		               0,000
	B-1206626-SUPR	IEM JUN/25 UTD GUANAMBI (41)	15181716	GUANAMBI	3ST700	221	2415001	GRAMPO LINHA VIVA AL   250/ 2/0	CDA	        2,000	      2,000	0610	0692		               0,000
	B-1206676-SUPR	IEM JUN/25 UTD ITAPETINGA (41)	15183821	ITAPETINGA	SI0005	221	0211253	TRAFO 3F 30KVA 34,5KV 380/220V 3T VG	CDA	        1,000	      1,000	0610	0659	X	               0,000
	B-1206676-SUPR	IEM JUN/25 UTD ITAPETINGA (41)	15183821	ITAPETINGA	SI0005	221	3340011	CRUZETA FIBRA RETA 90X90 2,4M REFORCADA	CDA	        4,000	      4,000	0610	0659	X	               0,000
	B-1206676-SUPR	IEM JUN/25 UTD ITAPETINGA (41)	15184436	ITAPETINGA	SI0005	221	0211253	TRAFO 3F 30KVA 34,5KV 380/220V 3T VG	CDA	        1,000	      1,000	0610	0659		               0,000
	B-1206676-SUPR	IEM JUN/25 UTD ITAPETINGA (41)	15184436	ITAPETINGA	SI0005	221	2230076	CABO MLP ALUM XLPE 3X1X35/35MM2 N ISO.	M	       60,000	     60,000	0610	0659		               0,000
	B-1206676-SUPR	IEM JUN/25 UTD ITAPETINGA (41)	15184436	ITAPETINGA	SI0005	221	2322005	ISOLADOR SUSP POLIMERICO 50KN 15kV	CDA	        9,000	      9,000	0610	0659		               0,000
	B-1206676-SUPR	IEM JUN/25 UTD ITAPETINGA (41)	15184436	ITAPETINGA	SI0005	221	3340011	CRUZETA FIBRA RETA 90X90 2,4M REFORCADA	CDA	        4,000	      4,000	0610	0659		               0,000
	B-1206676-SUPR	IEM JUN/25 UTD ITAPETINGA (41)	15184436	ITAPETINGA	SI0005	221	3341009	POSTE FIBRA CIRC/QUAD 11/400	CDA	        2,000	      2,000	0610	0659		               0,000
	B-1209716-SUPR	IEM_Corret_2025_5_50078	15184546	GUANAMBI	3ST700	221	0210422	TRAFO 1FF 10KVA 13,8KV 220V 5T MI	CDA	        1,000	      1,000	0610	0692		               0,000
	B-1209738-SUPR	IEM_Corret_2025_5_44196	15184566	GUANAMBI	3ST700	221	0210059	TRAFO 1FF  10,0KVA  13,8KV 254/127V	CDA	        1,000	      1,000	0610	0692		               0,000
	B-1202017-SUPR	IEM_CORRET_2025_4_32963	15184575	ITAPETINGA	3ST001	222	0211233	TRAFO 3F 45KVA 34,5KV 380/220V 3T VG	CDA	        1,000	      1,000	0610	0659		               0,000
	B-1203523-SUPR	IEM_CORRET_2025_4_41472	15184904	ITAPETINGA	3ST001	222	3340011	CRUZETA FIBRA RETA 90X90 2,4M REFORCADA	CDA	        2,000	      2,000	0610	0659		               0,000
	B-1209923-SUPR	IEM_CORRET_2025_5_53452	15184916	VITÓRIA DA CONQUISTA	3ST001	221	2202041	CABO ALUM CAA NU 1/0AWG 1F RAVEN	KG	       53,970	     53,970	0610	0659		               0,000
	B-1209923-SUPR	IEM_CORRET_2025_5_53452	15184916	VITÓRIA DA CONQUISTA	3ST001	221	2314001	ISOLADOR PILAR PORCELANA 34KV 800DAN	CDA	        9,000	      9,000	0610	0659		               0,000
	B-1209923-SUPR	IEM_CORRET_2025_5_53452	15184916	VITÓRIA DA CONQUISTA	3ST001	221	2454001	EMENDA PREF TOTAL AL CAA 1/0 RAVEN	CDA	       10,000	     10,000	0610	0659		               0,000
	B-1209923-SUPR	IEM_CORRET_2025_5_53452	15184916	VITÓRIA DA CONQUISTA	3ST001	221	3340011	CRUZETA FIBRA RETA 90X90 2,4M REFORCADA	CDA	        3,000	      3,000	0610	0659		               0,000
	B-1209923-SUPR	IEM_CORRET_2025_5_53452	15184916	VITÓRIA DA CONQUISTA	3ST001	221	3410080	MAO FRANCESA PLANA ACO  710MM	CDA	        6,000	      6,000	0610	0659		               0,000
	B-1209923-SUPR	IEM_CORRET_2025_5_53452	15184916	VITÓRIA DA CONQUISTA	3ST001	221	3428086	PINO ISOL ACO 16,0MM 168,5X 28,5X 140MM	CDA	       24,000	     24,000	0610	0659		               0,000
	B-1209923-SUPR	IEM_CORRET_2025_5_53452	15184916	VITÓRIA DA CONQUISTA	3ST001	221	3430140	ALCA PREF DIST CA/CAA 1/0 AWG	CDA	       10,000	     10,000	0610	0659		               0,000
	B-1209923-SUPR	IEM_CORRET_2025_5_53452	15184916	VITÓRIA DA CONQUISTA	3ST001	221	3480285	PARAFUSO CAB QUAD ACO  12X125	CDA	       10,000	     10,000	0610	0659		               0,000
	B-1209923-SUPR	IEM_CORRET_2025_5_53452	15184916	VITÓRIA DA CONQUISTA	3ST001	221	3480310	PARAFUSO CAB QUAD ACO  16X 250	CDA	        8,000	      8,000	0610	0659		               0,000
	B-1209923-SUPR	IEM_CORRET_2025_5_53452	15184916	VITÓRIA DA CONQUISTA	3ST001	221	3480325	PARAFUSO CAB QUAD ACO  16X 400	CDA	        8,000	      8,000	0610	0659		               0,000
	B-1209923-SUPR	IEM_CORRET_2025_5_53452	15185131	VITÓRIA DA CONQUISTA	3ST001	221	2400021	CONETOR IMPACT AL  1/0 / 4	CDA	       10,000	     10,000	0610	0659		               0,000
	B-1206847-SUPR	IEM_CORRET_2025_5_26349	15185174	LUIS EDUARDO MAGALHÃ	3ST300	921	3300012	POSTE CONCRETO DT  9/400 29F	CDA	        1,000	      1,000	0610	0691		               0,000
	B-1206854-SUPR	IEM_CORRET_2025_5_41815	15185505	LUIS EDUARDO MAGALHÃ	3ST300	921	3300152	POSTE CONCRETO DT 11/400 44F	CDA	        2,000	      2,000	0610	0691		               0,000
	B-1197953-SUPR	IEM_CORRET_2025_3_46109	15185634	LUIS EDUARDO MAGALHÃ	3ST300	222	0211972	TRAFO 3F 45K 34K 220 211132 AVARIADO	CDA	        1,000	      1,000	0610	0691		               0,000
	B-1198152-SUPR	IEM_CORRET_2025_3_51179	15185637	IBOTIRAMA	3ST00C	222	0210851	TD 1FF 10K 13,8K 440/220 AVARIADO 210058	CDA	        2,000	      2,000	0610	0640		               0,000
	B-1195654-SUPR	IEM_CORRET_2025_3_19946	15186029	VITÓRIA DA CONQUISTA	3ST001	221	2200002	FIO ALUM NU H14/H24 21,15MM2	KG	        0,260	      0,260	0610	0659		               0,000
	B-1195654-SUPR	IEM_CORRET_2025_3_19946	15186029	VITÓRIA DA CONQUISTA	3ST001	221	2314003	ISOLADOR PILAR PORC 8KN 15KV/110KV	CDA	        2,000	      2,000	0610	0659		               0,000
	B-1195654-SUPR	IEM_CORRET_2025_3_19946	15186029	VITÓRIA DA CONQUISTA	3ST001	221	2322005	ISOLADOR SUSP POLIMERICO 50KN 15kV	CDA	        4,000	      4,000	0610	0659		               0,000
	B-1195654-SUPR	IEM_CORRET_2025_3_19946	15186029	VITÓRIA DA CONQUISTA	3ST001	221	3410080	MAO FRANCESA PLANA ACO  710MM	CDA	        4,000	      4,000	0610	0659		               0,000
	B-1195654-SUPR	IEM_CORRET_2025_3_19946	15186029	VITÓRIA DA CONQUISTA	3ST001	221	3420090	MANILHA SAPATILHA ACO  5000DAN	CDA	        6,000	      6,000	0610	0659		               0,000
	B-1195654-SUPR	IEM_CORRET_2025_3_19946	15186029	VITÓRIA DA CONQUISTA	3ST001	221	3423030	GANCHO SUSP OLHAL   5000DAN	CDA	        6,000	      6,000	0610	0659		               0,000
	B-1195654-SUPR	IEM_CORRET_2025_3_19946	15186029	VITÓRIA DA CONQUISTA	3ST001	221	3428086	PINO ISOL ACO 16,0MM 168,5X 28,5X 140MM	CDA	        6,000	      6,000	0610	0659		               0,000
	B-1195654-SUPR	IEM_CORRET_2025_3_19946	15186029	VITÓRIA DA CONQUISTA	3ST001	221	3430150	ALCA PREF DIST ALUM 4/0AWG 864MM	CDA	       12,000	     12,000	0610	0659		               0,000
	B-1195654-SUPR	IEM_CORRET_2025_3_19946	15186029	VITÓRIA DA CONQUISTA	3ST001	221	3480285	PARAFUSO CAB QUAD ACO  12X125	CDA	       10,000	     10,000	0610	0659		               0,000
	B-1195654-SUPR	IEM_CORRET_2025_3_19946	15186029	VITÓRIA DA CONQUISTA	3ST001	221	3480305	PARAFUSO CAB QUAD ACO  16X 200	CDA	        2,000	      2,000	0610	0659		               0,000
	B-1195654-SUPR	IEM_CORRET_2025_3_19946	15186029	VITÓRIA DA CONQUISTA	3ST001	221	3480325	PARAFUSO CAB QUAD ACO  16X 400	CDA	        7,000	      7,000	0610	0659		               0,000
	B-1195654-SUPR	IEM_CORRET_2025_3_19946	15186029	VITÓRIA DA CONQUISTA	3ST001	221	3486040	OLHAL P/PARAF FOFO M16-5/8" 5000DAN	CDA	        6,000	      6,000	0610	0659		               0,000
	B-1195654-SUPR	IEM_CORRET_2025_3_19946	15186029	VITÓRIA DA CONQUISTA	3ST001	221	3490080	PORCA QUAD SAE1020 MG     M16	CDA	        8,000	      8,000	0610	0659		               0,000
	B-1195654-SUPR	IEM_CORRET_2025_3_19946	15186029	VITÓRIA DA CONQUISTA	3ST001	221	3493315	ARRUELA LIS QUAD SAE1020 M18	CDA	        8,000	      8,000	0610	0659		               0,000
	B-1195654-SUPR	IEM_CORRET_2025_3_19946	15186029	VITÓRIA DA CONQUISTA	3ST001	221	3493325	ARRUELA QUAD ACO  38 F14,00	CDA	        8,000	      8,000	0610	0659		               0,000
	B-1195654-SUPR	IEM_CORRET_2025_3_19946	15186074	VITÓRIA DA CONQUISTA	3ST001	221	2278000	FITA MET POSTE LISA   10X  1,00MM	KG	        0,170	      0,170	0610	0659		               0,000
	B-1195654-SUPR	IEM_CORRET_2025_3_19946	15186074	VITÓRIA DA CONQUISTA	3ST001	221	3340011	CRUZETA FIBRA RETA 90X90 2,4M REFORCADA	CDA	        2,000	      2,000	0610	0659		               0,000
	B-1195654-SUPR	IEM_CORRET_2025_3_19946	15186076	VITÓRIA DA CONQUISTA	3ST001	921	3300152	POSTE CONCRETO DT 11/400 44F	CDA	        1,000	      1,000	0610	0659		               0,000
	B-1203523-SUPR	IEM_CORRET_2025_4_41472	15186081	ITAPETINGA	3ST001	222	2314003	ISOLADOR PILAR PORC 8KN 15KV/110KV	CDA	        3,000	      3,000	0610	0659		               0,000
	B-1203523-SUPR	IEM_CORRET_2025_4_41472	15186081	ITAPETINGA	3ST001	222	2322005	ISOLADOR SUSP POLIMERICO 50KN 15kV	CDA	        6,000	      6,000	0610	0659		               0,000
	B-1203523-SUPR	IEM_CORRET_2025_4_41472	15186081	ITAPETINGA	3ST001	222	3340011	CRUZETA FIBRA RETA 90X90 2,4M REFORCADA	CDA	        2,000	      2,000	0610	0659		               0,000
	B-1203523-SUPR	IEM_CORRET_2025_4_41472	15186081	ITAPETINGA	3ST001	222	3410080	MAO FRANCESA PLANA ACO  710MM	CDA	        4,000	      4,000	0610	0659		               0,000
	B-1203523-SUPR	IEM_CORRET_2025_4_41472	15186081	ITAPETINGA	3ST001	222	3420090	MANILHA SAPATILHA ACO  5000DAN	CDA	        6,000	      6,000	0610	0659		               0,000
	B-1203523-SUPR	IEM_CORRET_2025_4_41472	15186081	ITAPETINGA	3ST001	222	3428086	PINO ISOL ACO 16,0MM 168,5X 28,5X 140MM	CDA	        3,000	      3,000	0610	0659		               0,000
	B-1203523-SUPR	IEM_CORRET_2025_4_41472	15186081	ITAPETINGA	3ST001	222	3430120	ALCA PREF DIST ALUM 4AWG 430MM	CDA	        6,000	      6,000	0610	0659		               0,000
	B-1203523-SUPR	IEM_CORRET_2025_4_41472	15186081	ITAPETINGA	3ST001	222	3480285	PARAFUSO CAB QUAD ACO  12X125	CDA	        4,000	      4,000	0610	0659		               0,000
	B-1203523-SUPR	IEM_CORRET_2025_4_41472	15186081	ITAPETINGA	3ST001	222	3480325	PARAFUSO CAB QUAD ACO  16X 400	CDA	        3,000	      3,000	0610	0659		               0,000
	B-1203523-SUPR	IEM_CORRET_2025_4_41472	15186081	ITAPETINGA	3ST001	222	3486040	OLHAL P/PARAF FOFO M16-5/8" 5000DAN	CDA	        6,000	      6,000	0610	0659		               0,000
	B-1209923-SUPR	IEM_CORRET_2025_5_53452	15186084	VITÓRIA DA CONQUISTA	3ST001	221	2202041	CABO ALUM CAA NU 1/0AWG 1F RAVEN	KG	       53,970	     53,970	0610	0659		               0,000
	B-1209923-SUPR	IEM_CORRET_2025_5_53452	15186084	VITÓRIA DA CONQUISTA	3ST001	221	2314001	ISOLADOR PILAR PORCELANA 34KV 800DAN	CDA	        9,000	      9,000	0610	0659		               0,000
